Date,Time,Nitrogen dioxide,Status,PM10 particulate matter (Hourly measured),Status2
2019-03-01,01:00:00,10.87512,V ugm-3,16.1,V ugm-3 (TEOM FDMS)
2019-03-01,02:00:00,15.95748,V ugm-3,21.9,V ugm-3 (TEOM FDMS)
2019-03-01,03:00:00,11.38031,V ugm-3,24.1,V ugm-3 (TEOM FDMS)
2019-03-01,04:00:00,14.32679,V ugm-3,25.3,V ugm-3 (TEOM FDMS)
2019-03-01,05:00:00,12.6101,V ugm-3,31.9,V ugm-3 (TEOM FDMS)
2019-03-01,06:00:00,15.71974,V ugm-3,30.0,V ugm-3 (TEOM FDMS)
2019-03-01,07:00:00,37.31443,V ugm-3,31.3,V ugm-3 (TEOM FDMS)
2019-03-01,08:00:00,46.28878,V ugm-3,35.5,V ugm-3 (TEOM FDMS)
2019-03-01,09:00:00,48.89365,V ugm-3,36.5,V ugm-3 (TEOM FDMS)
2019-03-01,10:00:00,41.65722,V ugm-3,28.1,V ugm-3 (TEOM FDMS)
2019-03-01,11:00:00,41.05382,V ugm-3,28.5,V ugm-3 (TEOM FDMS)
2019-03-01,12:00:00,38.62238,V ugm-3,36.7,V ugm-3 (TEOM FDMS)
2019-03-01,13:00:00,37.67826,V ugm-3,38.0,V ugm-3 (TEOM FDMS)
2019-03-01,14:00:00,40.02701,V ugm-3,37.3,V ugm-3 (TEOM FDMS)
2019-03-01,15:00:00,37.29407,V ugm-3,32.9,V ugm-3 (TEOM FDMS)
2019-03-01,16:00:00,40.95142,V ugm-3,34.7,V ugm-3 (TEOM FDMS)
2019-03-01,17:00:00,40.71676,V ugm-3,33.5,V ugm-3 (TEOM FDMS)
2019-03-01,18:00:00,42.59049,V ugm-3,39.5,V ugm-3 (TEOM FDMS)
2019-03-01,19:00:00,51.04632,V ugm-3,43.0,V ugm-3 (TEOM FDMS)
2019-03-01,20:00:00,43.70578,V ugm-3,47.2,V ugm-3 (TEOM FDMS)
2019-03-01,21:00:00,39.5994,V ugm-3,46.4,V ugm-3 (TEOM FDMS)
2019-03-01,22:00:00,35.82239,V ugm-3,47.1,V ugm-3 (TEOM FDMS)
2019-03-01,23:00:00,35.78181,V ugm-3,45.9,V ugm-3 (TEOM FDMS)
2019-03-01,1900-01-01 00:00:00,36.04664,V ugm-3,41.5,V ugm-3 (TEOM FDMS)
2019-03-02,01:00:00,33.02911,V ugm-3,32.7,V ugm-3 (TEOM FDMS)
2019-03-02,02:00:00,22.5827,V ugm-3,30.7,V ugm-3 (TEOM FDMS)
2019-03-02,03:00:00,15.84724,V ugm-3,28.2,V ugm-3 (TEOM FDMS)
2019-03-02,04:00:00,13.93164,V ugm-3,24.3,V ugm-3 (TEOM FDMS)
2019-03-02,05:00:00,11.03405,V ugm-3,22.0,V ugm-3 (TEOM FDMS)
2019-03-02,06:00:00,12.13912,V ugm-3,17.7,V ugm-3 (TEOM FDMS)
2019-03-02,07:00:00,16.59368,V ugm-3,20.9,V ugm-3 (TEOM FDMS)
2019-03-02,08:00:00,19.60928,V ugm-3,21.2,V ugm-3 (TEOM FDMS)
2019-03-02,09:00:00,25.18816,V ugm-3,22.4,V ugm-3 (TEOM FDMS)
2019-03-02,10:00:00,25.76196,V ugm-3,22.8,V ugm-3 (TEOM FDMS)
2019-03-02,11:00:00,21.4523,V ugm-3,19.8,V ugm-3 (TEOM FDMS)
2019-03-02,12:00:00,27.67158,V ugm-3,16.0,V ugm-3 (TEOM FDMS)
2019-03-02,13:00:00,18.27905,V ugm-3,15.4,V ugm-3 (TEOM FDMS)
2019-03-02,14:00:00,14.92412,V ugm-3,9.3,V ugm-3 (TEOM FDMS)
2019-03-02,15:00:00,16.32454,V ugm-3,6.0,V ugm-3 (TEOM FDMS)
2019-03-02,16:00:00,13.40506,V ugm-3,7.4,V ugm-3 (TEOM FDMS)
2019-03-02,17:00:00,14.46727,V ugm-3,18.7,V ugm-3 (TEOM FDMS)
2019-03-02,18:00:00,14.51996,V ugm-3,18.8,V ugm-3 (TEOM FDMS)
2019-03-02,19:00:00,14.08852,V ugm-3,16.0,V ugm-3 (TEOM FDMS)
2019-03-02,20:00:00,16.63398,V ugm-3,20.0,V ugm-3 (TEOM FDMS)
2019-03-02,21:00:00,10.92496,V ugm-3,9.5,V ugm-3 (TEOM FDMS)
2019-03-02,22:00:00,8.61316,V ugm-3,13.8,V ugm-3 (TEOM FDMS)
2019-03-02,23:00:00,6.8927,V ugm-3,12.8,V ugm-3 (TEOM FDMS)
2019-03-02,1900-01-01 00:00:00,9.50978,V ugm-3,15.0,V ugm-3 (TEOM FDMS)
2019-03-03,01:00:00,13.80203,V ugm-3,16.3,V ugm-3 (TEOM FDMS)
2019-03-03,02:00:00,5.00575,V ugm-3,20.4,V ugm-3 (TEOM FDMS)
2019-03-03,03:00:00,4.04303,V ugm-3,17.3,V ugm-3 (TEOM FDMS)
2019-03-03,04:00:00,3.37538,V ugm-3,20.3,V ugm-3 (TEOM FDMS)
2019-03-03,05:00:00,4.81551,V ugm-3,14.9,V ugm-3 (TEOM FDMS)
2019-03-03,06:00:00,4.39828,V ugm-3,18.2,V ugm-3 (TEOM FDMS)
2019-03-03,07:00:00,4.8309,V ugm-3,18.1,V ugm-3 (TEOM FDMS)
2019-03-03,08:00:00,8.59713,V ugm-3,21.0,V ugm-3 (TEOM FDMS)
2019-03-03,09:00:00,17.22725,V ugm-3,20.0,V ugm-3 (TEOM FDMS)
2019-03-03,10:00:00,23.62553,V ugm-3,22.6,V ugm-3 (TEOM FDMS)
2019-03-03,11:00:00,16.66296,V ugm-3,21.9,V ugm-3 (TEOM FDMS)
2019-03-03,12:00:00,14.83745,V ugm-3,17.0,V ugm-3 (TEOM FDMS)
2019-03-03,13:00:00,18.40023,V ugm-3,13.8,V ugm-3 (TEOM FDMS)
2019-03-03,14:00:00,21.52923,V ugm-3,18.2,V ugm-3 (TEOM FDMS)
2019-03-03,15:00:00,24.11009,V ugm-3,14.8,V ugm-3 (TEOM FDMS)
2019-03-03,16:00:00,35.40504,V ugm-3,19.1,V ugm-3 (TEOM FDMS)
2019-03-03,17:00:00,25.37827,V ugm-3,21.7,V ugm-3 (TEOM FDMS)
2019-03-03,18:00:00,21.82786,V ugm-3,20.1,V ugm-3 (TEOM FDMS)
2019-03-03,19:00:00,13.02883,V ugm-3,18.6,V ugm-3 (TEOM FDMS)
2019-03-03,20:00:00,9.55992,V ugm-3,8.2,V ugm-3 (TEOM FDMS)
2019-03-03,21:00:00,7.0395,V ugm-3,11.9,V ugm-3 (TEOM FDMS)
2019-03-03,22:00:00,4.74237,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-03,23:00:00,5.09147,V ugm-3,11.9,V ugm-3 (TEOM FDMS)
2019-03-03,1900-01-01 00:00:00,3.00678,V ugm-3,13.1,V ugm-3 (TEOM FDMS)
2019-03-04,01:00:00,1.0045,V ugm-3,11.2,V ugm-3 (TEOM FDMS)
2019-03-04,02:00:00,1.18848,V ugm-3,7.0,V ugm-3 (TEOM FDMS)
2019-03-04,03:00:00,1.46435,V ugm-3,8.8,V ugm-3 (TEOM FDMS)
2019-03-04,04:00:00,1.15894,V ugm-3,8.1,V ugm-3 (TEOM FDMS)
2019-03-04,05:00:00,5.61946,V ugm-3,6.2,V ugm-3 (TEOM FDMS)
2019-03-04,06:00:00,5.27734,V ugm-3,8.0,V ugm-3 (TEOM FDMS)
2019-03-04,07:00:00,9.92977,V ugm-3,9.2,V ugm-3 (TEOM FDMS)
2019-03-04,08:00:00,16.73018,V ugm-3,10.5,V ugm-3 (TEOM FDMS)
2019-03-04,09:00:00,10.57988,V ugm-3,11.4,V ugm-3 (TEOM FDMS)
2019-03-04,10:00:00,8.16921,V ugm-3,9.1,V ugm-3 (TEOM FDMS)
2019-03-04,11:00:00,5.09944,V ugm-3,12.4,V ugm-3 (TEOM FDMS)
2019-03-04,12:00:00,5.32088,V ugm-3,12.4,V ugm-3 (TEOM FDMS)
2019-03-04,13:00:00,7.2754,V ugm-3,13.4,V ugm-3 (TEOM FDMS)
2019-03-04,14:00:00,11.13185,V ugm-3,14.5,V ugm-3 (TEOM FDMS)
2019-03-04,15:00:00,11.97457,V ugm-3,6.3,V ugm-3 (TEOM FDMS)
2019-03-04,16:00:00,14.9987,V ugm-3,12.3,V ugm-3 (TEOM FDMS)
2019-03-04,17:00:00,16.77869,V ugm-3,12.0,V ugm-3 (TEOM FDMS)
2019-03-04,18:00:00,18.86994,V ugm-3,9.5,V ugm-3 (TEOM FDMS)
2019-03-04,19:00:00,22.0746,V ugm-3,9.9,V ugm-3 (TEOM FDMS)
2019-03-04,20:00:00,24.57867,V ugm-3,12.2,V ugm-3 (TEOM FDMS)
2019-03-04,21:00:00,13.19913,V ugm-3,10.3,V ugm-3 (TEOM FDMS)
2019-03-04,22:00:00,9.76589,V ugm-3,8.6,V ugm-3 (TEOM FDMS)
2019-03-04,23:00:00,8.46217,V ugm-3,7.9,V ugm-3 (TEOM FDMS)
2019-03-04,1900-01-01 00:00:00,13.19388,V ugm-3,7.6,V ugm-3 (TEOM FDMS)
2019-03-05,01:00:00,8.55747,V ugm-3,6.5,V ugm-3 (TEOM FDMS)
2019-03-05,02:00:00,11.88695,V ugm-3,9.3,V ugm-3 (TEOM FDMS)
2019-03-05,03:00:00,13.5735,V ugm-3,8.0,V ugm-3 (TEOM FDMS)
2019-03-05,04:00:00,12.17972,V ugm-3,7.2,V ugm-3 (TEOM FDMS)
2019-03-05,05:00:00,12.35645,V ugm-3,8.2,V ugm-3 (TEOM FDMS)
2019-03-05,06:00:00,13.02336,V ugm-3,6.6,V ugm-3 (TEOM FDMS)
2019-03-05,07:00:00,28.24706,V ugm-3,6.1,V ugm-3 (TEOM FDMS)
2019-03-05,08:00:00,28.7157,V ugm-3,9.3,V ugm-3 (TEOM FDMS)
2019-03-05,09:00:00,30.50336,V ugm-3,9.4,V ugm-3 (TEOM FDMS)
2019-03-05,10:00:00,30.61256,V ugm-3,14.6,V ugm-3 (TEOM FDMS)
2019-03-05,11:00:00,28.77562,V ugm-3,15.7,V ugm-3 (TEOM FDMS)
2019-03-05,12:00:00,28.25671,V ugm-3,38.9,V ugm-3 (TEOM FDMS)
2019-03-05,13:00:00,21.44608,V ugm-3,27.6,V ugm-3 (TEOM FDMS)
2019-03-05,14:00:00,19.94719,V ugm-3,16.6,V ugm-3 (TEOM FDMS)
2019-03-05,15:00:00,14.46175,V ugm-3,13.6,V ugm-3 (TEOM FDMS)
2019-03-05,16:00:00,19.4342,V ugm-3,10.9,V ugm-3 (TEOM FDMS)
2019-03-05,17:00:00,19.01462,V ugm-3,17.3,V ugm-3 (TEOM FDMS)
2019-03-05,18:00:00,23.40226,V ugm-3,17.0,V ugm-3 (TEOM FDMS)
2019-03-05,19:00:00,36.7749,V ugm-3,15.9,V ugm-3 (TEOM FDMS)
2019-03-05,20:00:00,31.37197,V ugm-3,20.2,V ugm-3 (TEOM FDMS)
2019-03-05,21:00:00,26.69521,V ugm-3,19.8,V ugm-3 (TEOM FDMS)
2019-03-05,22:00:00,24.72573,V ugm-3,19.8,V ugm-3 (TEOM FDMS)
2019-03-05,23:00:00,22.32062,V ugm-3,21.4,V ugm-3 (TEOM FDMS)
2019-03-05,1900-01-01 00:00:00,14.29393,V ugm-3,21.8,V ugm-3 (TEOM FDMS)
2019-03-06,01:00:00,9.23281,V ugm-3,16.8,V ugm-3 (TEOM FDMS)
2019-03-06,02:00:00,6.63321,V ugm-3,17.8,V ugm-3 (TEOM FDMS)
2019-03-06,03:00:00,6.69013,V ugm-3,11.0,V ugm-3 (TEOM FDMS)
2019-03-06,04:00:00,4.59067,V ugm-3,11.3,V ugm-3 (TEOM FDMS)
2019-03-06,05:00:00,4.45367,V ugm-3,11.6,V ugm-3 (TEOM FDMS)
2019-03-06,06:00:00,5.91416,V ugm-3,11.6,V ugm-3 (TEOM FDMS)
2019-03-06,07:00:00,10.50431,V ugm-3,10.1,V ugm-3 (TEOM FDMS)
2019-03-06,08:00:00,16.36629,V ugm-3,14.3,V ugm-3 (TEOM FDMS)
2019-03-06,09:00:00,21.58046,V ugm-3,15.0,V ugm-3 (TEOM FDMS)
2019-03-06,10:00:00,25.50976,V ugm-3,16.1,V ugm-3 (TEOM FDMS)
2019-03-06,11:00:00,19.64361,V ugm-3,14.0,V ugm-3 (TEOM FDMS)
2019-03-06,12:00:00,19.1263,V ugm-3,17.4,V ugm-3 (TEOM FDMS)
2019-03-06,13:00:00,19.14961,V ugm-3,17.4,V ugm-3 (TEOM FDMS)
2019-03-06,14:00:00,19.01634,V ugm-3,20.6,V ugm-3 (TEOM FDMS)
2019-03-06,15:00:00,19.92011,V ugm-3,25.4,V ugm-3 (TEOM FDMS)
2019-03-06,16:00:00,25.51101,V ugm-3,12.7,V ugm-3 (TEOM FDMS)
2019-03-06,17:00:00,30.97448,V ugm-3,7.5,V ugm-3 (TEOM FDMS)
2019-03-06,18:00:00,31.6788,V ugm-3,10.3,V ugm-3 (TEOM FDMS)
2019-03-06,19:00:00,36.88346,V ugm-3,9.6,V ugm-3 (TEOM FDMS)
2019-03-06,20:00:00,27.26714,V ugm-3,8.2,V ugm-3 (TEOM FDMS)
2019-03-06,21:00:00,24.09247,V ugm-3,12.3,V ugm-3 (TEOM FDMS)
2019-03-06,22:00:00,23.39136,V ugm-3,10.1,V ugm-3 (TEOM FDMS)
2019-03-06,23:00:00,15.04403,V ugm-3,11.0,V ugm-3 (TEOM FDMS)
2019-03-06,1900-01-01 00:00:00,7.75244,V ugm-3,3.1,V ugm-3 (TEOM FDMS)
2019-03-07,01:00:00,4.87321,V ugm-3,3.0,V ugm-3 (TEOM FDMS)
2019-03-07,02:00:00,5.62702,V ugm-3,6.9,V ugm-3 (TEOM FDMS)
2019-03-07,03:00:00,8.75127,V ugm-3,9.1,V ugm-3 (TEOM FDMS)
2019-03-07,04:00:00,4.64989,V ugm-3,7.9,V ugm-3 (TEOM FDMS)
2019-03-07,05:00:00,5.0149,V ugm-3,7.0,V ugm-3 (TEOM FDMS)
2019-03-07,06:00:00,6.22573,V ugm-3,8.4,V ugm-3 (TEOM FDMS)
2019-03-07,07:00:00,14.39494,V ugm-3,7.4,V ugm-3 (TEOM FDMS)
2019-03-07,08:00:00,24.63084,V ugm-3,10.8,V ugm-3 (TEOM FDMS)
2019-03-07,09:00:00,29.50601,V ugm-3,11.5,V ugm-3 (TEOM FDMS)
2019-03-07,10:00:00,27.96651,V ugm-3,9.3,V ugm-3 (TEOM FDMS)
2019-03-07,11:00:00,24.0704,V ugm-3,8.7,V ugm-3 (TEOM FDMS)
2019-03-07,12:00:00,25.22103,V ugm-3,8.4,V ugm-3 (TEOM FDMS)
2019-03-07,13:00:00,26.91449,V ugm-3,9.3,V ugm-3 (TEOM FDMS)
2019-03-07,14:00:00,14.29387,V ugm-3,6.3,V ugm-3 (TEOM FDMS)
2019-03-07,15:00:00,6.74409,V ugm-3,5.9,V ugm-3 (TEOM FDMS)
2019-03-07,16:00:00,8.11046,V ugm-3,2.0,V ugm-3 (TEOM FDMS)
2019-03-07,17:00:00,6.83585,V ugm-3,1.6,V ugm-3 (TEOM FDMS)
2019-03-07,18:00:00,7.82397,V ugm-3,2.8,V ugm-3 (TEOM FDMS)
2019-03-07,19:00:00,8.70223,V ugm-3,2.4,V ugm-3 (TEOM FDMS)
2019-03-07,20:00:00,8.00642,V ugm-3,2.0,V ugm-3 (TEOM FDMS)
2019-03-07,21:00:00,6.33136,V ugm-3,3.6,V ugm-3 (TEOM FDMS)
2019-03-07,22:00:00,4.76468,V ugm-3,5.3,V ugm-3 (TEOM FDMS)
2019-03-07,23:00:00,4.90087,V ugm-3,4.1,V ugm-3 (TEOM FDMS)
2019-03-07,1900-01-01 00:00:00,4.34476,V ugm-3,5.5,V ugm-3 (TEOM FDMS)
2019-03-08,01:00:00,6.22542,V ugm-3,4.4,V ugm-3 (TEOM FDMS)
2019-03-08,02:00:00,4.04479,V ugm-3,5.9,V ugm-3 (TEOM FDMS)
2019-03-08,03:00:00,11.7585,V ugm-3,7.0,V ugm-3 (TEOM FDMS)
2019-03-08,04:00:00,8.2567,V ugm-3,6.1,V ugm-3 (TEOM FDMS)
2019-03-08,05:00:00,9.84148,V ugm-3,9.5,V ugm-3 (TEOM FDMS)
2019-03-08,06:00:00,27.89533,V ugm-3,8.9,V ugm-3 (TEOM FDMS)
2019-03-08,07:00:00,59.45341,V ugm-3,14.6,V ugm-3 (TEOM FDMS)
2019-03-08,08:00:00,65.40984,V ugm-3,16.5,V ugm-3 (TEOM FDMS)
2019-03-08,09:00:00,46.12612,V ugm-3,12.0,V ugm-3 (TEOM FDMS)
2019-03-08,10:00:00,40.37374,V ugm-3,17.2,V ugm-3 (TEOM FDMS)
2019-03-08,11:00:00,34.90538,V ugm-3,24.1,V ugm-3 (TEOM FDMS)
2019-03-08,12:00:00,34.97102,V ugm-3,30.5,V ugm-3 (TEOM FDMS)
2019-03-08,13:00:00,40.84565,V ugm-3,32.8,V ugm-3 (TEOM FDMS)
2019-03-08,14:00:00,28.41045,V ugm-3,21.3,V ugm-3 (TEOM FDMS)
2019-03-08,15:00:00,15.48345,V ugm-3,14.8,V ugm-3 (TEOM FDMS)
2019-03-08,16:00:00,19.09788,V ugm-3,10.6,V ugm-3 (TEOM FDMS)
2019-03-08,17:00:00,18.18773,V ugm-3,12.0,V ugm-3 (TEOM FDMS)
2019-03-08,18:00:00,23.88165,V ugm-3,14.8,V ugm-3 (TEOM FDMS)
2019-03-08,19:00:00,27.11433,V ugm-3,14.8,V ugm-3 (TEOM FDMS)
2019-03-08,20:00:00,29.36886,V ugm-3,17.1,V ugm-3 (TEOM FDMS)
2019-03-08,21:00:00,17.10745,V ugm-3,11.1,V ugm-3 (TEOM FDMS)
2019-03-08,22:00:00,7.8913,V ugm-3,20.5,V ugm-3 (TEOM FDMS)
2019-03-08,23:00:00,7.00911,V ugm-3,14.1,V ugm-3 (TEOM FDMS)
2019-03-08,1900-01-01 00:00:00,6.69779,V ugm-3,16.9,V ugm-3 (TEOM FDMS)
2019-03-09,01:00:00,2.99245,V ugm-3,12.9,V ugm-3 (TEOM FDMS)
2019-03-09,02:00:00,1.70146,V ugm-3,13.6,V ugm-3 (TEOM FDMS)
2019-03-09,03:00:00,1.42775,V ugm-3,17.6,V ugm-3 (TEOM FDMS)
2019-03-09,04:00:00,1.14436,V ugm-3,21.0,V ugm-3 (TEOM FDMS)
2019-03-09,05:00:00,1.88982,V ugm-3,17.6,V ugm-3 (TEOM FDMS)
2019-03-09,06:00:00,4.26925,V ugm-3,20.8,V ugm-3 (TEOM FDMS)
2019-03-09,07:00:00,9.40656,V ugm-3,21.4,V ugm-3 (TEOM FDMS)
2019-03-09,08:00:00,9.09294,V ugm-3,19.0,V ugm-3 (TEOM FDMS)
2019-03-09,09:00:00,11.77272,V ugm-3,20.2,V ugm-3 (TEOM FDMS)
2019-03-09,10:00:00,8.49022,V ugm-3,12.3,V ugm-3 (TEOM FDMS)
2019-03-09,11:00:00,7.99091,V ugm-3,0.2,V ugm-3 (TEOM FDMS)
2019-03-09,12:00:00,5.89195,V ugm-3,8.0,V ugm-3 (TEOM FDMS)
2019-03-09,13:00:00,7.22702,V ugm-3,10.8,V ugm-3 (TEOM FDMS)
2019-03-09,14:00:00,7.88938,V ugm-3,10.7,V ugm-3 (TEOM FDMS)
2019-03-09,15:00:00,7.10515,V ugm-3,12.4,V ugm-3 (TEOM FDMS)
2019-03-09,16:00:00,6.42449,V ugm-3,12.6,V ugm-3 (TEOM FDMS)
2019-03-09,17:00:00,6.9957,V ugm-3,11.6,V ugm-3 (TEOM FDMS)
2019-03-09,18:00:00,14.6087,V ugm-3,15.9,V ugm-3 (TEOM FDMS)
2019-03-09,19:00:00,16.43978,V ugm-3,15.9,V ugm-3 (TEOM FDMS)
2019-03-09,20:00:00,15.74732,V ugm-3,17.6,V ugm-3 (TEOM FDMS)
2019-03-09,21:00:00,15.48647,V ugm-3,19.7,V ugm-3 (TEOM FDMS)
2019-03-09,22:00:00,24.83488,V ugm-3,21.1,V ugm-3 (TEOM FDMS)
2019-03-09,23:00:00,17.60329,V ugm-3,17.8,V ugm-3 (TEOM FDMS)
2019-03-09,1900-01-01 00:00:00,23.32182,V ugm-3,18.5,V ugm-3 (TEOM FDMS)
2019-03-10,01:00:00,19.79229,V ugm-3,15.9,V ugm-3 (TEOM FDMS)
2019-03-10,02:00:00,19.9299,V ugm-3,11.9,V ugm-3 (TEOM FDMS)
2019-03-10,03:00:00,16.29887,V ugm-3,13.3,V ugm-3 (TEOM FDMS)
2019-03-10,04:00:00,14.23523,V ugm-3,14.3,V ugm-3 (TEOM FDMS)
2019-03-10,05:00:00,15.78322,V ugm-3,9.7,V ugm-3 (TEOM FDMS)
2019-03-10,06:00:00,12.01849,V ugm-3,15.7,V ugm-3 (TEOM FDMS)
2019-03-10,07:00:00,9.38658,V ugm-3,13.4,V ugm-3 (TEOM FDMS)
2019-03-10,08:00:00,14.84519,V ugm-3,10.9,V ugm-3 (TEOM FDMS)
2019-03-10,09:00:00,13.34926,V ugm-3,13.5,V ugm-3 (TEOM FDMS)
2019-03-10,10:00:00,19.2625,V ugm-3,11.9,V ugm-3 (TEOM FDMS)
2019-03-10,11:00:00,21.03132,V ugm-3,11.7,V ugm-3 (TEOM FDMS)
2019-03-10,12:00:00,14.06402,V ugm-3,10.1,V ugm-3 (TEOM FDMS)
2019-03-10,13:00:00,13.66387,V ugm-3,11.0,V ugm-3 (TEOM FDMS)
2019-03-10,14:00:00,4.78467,V ugm-3,6.4,V ugm-3 (TEOM FDMS)
2019-03-10,15:00:00,6.22674,V ugm-3,6.0,V ugm-3 (TEOM FDMS)
2019-03-10,16:00:00,7.18793,V ugm-3,9.1,V ugm-3 (TEOM FDMS)
2019-03-10,17:00:00,5.91446,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-10,18:00:00,9.79866,V ugm-3,11.0,V ugm-3 (TEOM FDMS)
2019-03-10,19:00:00,13.93802,V ugm-3,14.7,V ugm-3 (TEOM FDMS)
2019-03-10,20:00:00,10.35977,V ugm-3,12.2,V ugm-3 (TEOM FDMS)
2019-03-10,21:00:00,8.9771,V ugm-3,7.6,V ugm-3 (TEOM FDMS)
2019-03-10,22:00:00,6.47369,V ugm-3,4.6,V ugm-3 (TEOM FDMS)
2019-03-10,23:00:00,6.12166,V ugm-3,6.8,V ugm-3 (TEOM FDMS)
2019-03-10,1900-01-01 00:00:00,3.42114,V ugm-3,9.9,V ugm-3 (TEOM FDMS)
2019-03-11,01:00:00,1.37376,V ugm-3,4.8,V ugm-3 (TEOM FDMS)
2019-03-11,02:00:00,3.32752,V ugm-3,4.8,V ugm-3 (TEOM FDMS)
2019-03-11,03:00:00,0.97158,V ugm-3,6.4,V ugm-3 (TEOM FDMS)
2019-03-11,04:00:00,1.42022,V ugm-3,10.2,V ugm-3 (TEOM FDMS)
2019-03-11,05:00:00,4.04084,V ugm-3,2.1,V ugm-3 (TEOM FDMS)
2019-03-11,06:00:00,6.36738,V ugm-3,8.2,V ugm-3 (TEOM FDMS)
2019-03-11,07:00:00,12.19734,V ugm-3,5.1,V ugm-3 (TEOM FDMS)
2019-03-11,08:00:00,18.72402,V ugm-3,9.1,V ugm-3 (TEOM FDMS)
2019-03-11,09:00:00,11.44421,V ugm-3,11.5,V ugm-3 (TEOM FDMS)
2019-03-11,10:00:00,9.0894,V ugm-3,8.1,V ugm-3 (TEOM FDMS)
2019-03-11,11:00:00,5.29918,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-11,12:00:00,4.35987,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-11,13:00:00,5.85093,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-11,14:00:00,7.06903,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-11,15:00:00,7.35054,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-11,16:00:00,12.3754,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-11,17:00:00,24.97247,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-11,18:00:00,39.15434,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-11,19:00:00,47.00578,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-11,20:00:00,30.02152,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-11,21:00:00,31.92217,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-11,22:00:00,19.37305,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-11,23:00:00,12.08136,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-11,1900-01-01 00:00:00,5.95266,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,01:00:00,6.21064,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,02:00:00,7.08216,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,03:00:00,4.24192,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,04:00:00,3.09081,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,05:00:00,3.13728,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,06:00:00,3.50995,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,07:00:00,8.5944,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,08:00:00,11.94721,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,09:00:00,18.42143,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,10:00:00,24.28704,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,11:00:00,21.15515,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,12:00:00,22.40118,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,13:00:00,17.60371,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,14:00:00,17.36985,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,15:00:00,15.11077,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,16:00:00,14.13737,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,17:00:00,13.21298,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,18:00:00,12.89026,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,19:00:00,12.95043,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,20:00:00,13.64368,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,21:00:00,12.38377,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,22:00:00,6.22017,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,23:00:00,4.738,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-12,1900-01-01 00:00:00,3.56974,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-13,01:00:00,3.7957,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-13,02:00:00,1.49865,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-13,03:00:00,0.78753,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-13,04:00:00,1.28818,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-13,05:00:00,1.21066,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-13,06:00:00,1.5198,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
2019-03-13,07:00:00,7.41906,V ugm-3,10.4,V ugm-3 (TEOM FDMS)
