Nitrogen dioxide,Status_V ugm-3,PM10 particulate matter (Hourly measured),Status2_V ugm-3 (INDIC.GRAV),Status2_V ugm-3 (TEOM FDMS),Status2_V ugm-3 (VCM)
11.84486,1,14.6,0,1,0
15.53869,1,14.6,0,1,0
14.51662,1,14.6,0,1,0
13.33091,1,11.8,0,1,0
10.48118,1,9.0,0,1,0
13.40039,1,11.7,0,1,0
19.03942,1,6.1,0,1,0
17.17565,1,12.2,0,1,0
30.83022,1,6.7,0,1,0
39.3847,1,7.1,0,1,0
41.39751,1,17.3,0,1,0
35.47746,1,4.1,0,1,0
29.00407,1,4.1,0,1,0
32.52728,1,4.1,0,1,0
29.54869,1,4.1,0,1,0
30.08084,1,4.1,0,1,0
21.70759,1,4.1,0,1,0
42.12052,1,1.8,0,1,0
33.13432,1,7.1,0,1,0
18.60537,1,17.2,0,1,0
31.73062,1,19.9,0,1,0
23.53781,1,9.1,0,1,0
20.75486,1,9.1,0,1,0
26.12226,1,11.4,0,1,0
27.30579,1,13.5,0,1,0
27.21112,1,12.5,0,1,0
31.34345,1,10.9,0,1,0
28.71527,1,15.2,0,1,0
26.98434,1,10.1,0,1,0
17.72977,1,9.1,0,1,0
19.54578,1,10.5,0,1,0
24.02566,1,11.2,0,1,0
25.16705,1,9.7,0,1,0
28.53384,1,10.3,0,1,0
26.33425,1,15.2,0,1,0
29.9839,1,14.7,0,1,0
28.88323,1,16.7,0,1,0
36.3177,1,20.1,0,1,0
32.47847,1,5.6,0,1,0
18.33495,1,4.9,0,1,0
14.74217,1,3.4,0,1,0
11.00758,1,4.9,0,1,0
9.25703,1,4.1,0,1,0
9.22056,1,6.5,0,1,0
8.54501,1,7.2,0,1,0
10.4423,1,9.1,0,1,0
13.09388,1,12.5,0,1,0
18.58757,1,17.4,0,1,0
14.32572,1,16.2,0,1,0
21.12561,1,10.8,0,1,0
18.51301,1,14.3,0,1,0
15.09907,1,15.4,0,1,0
16.19306,1,15.9,0,1,0
18.44265,1,15.4,0,1,0
43.38938,1,17.8,0,1,0
28.78325,1,15.8,0,1,0
19.5902,1,16.3,0,1,0
16.6498,1,15.9,0,1,0
22.80236,1,13.1,0,1,0
33.11611,1,10.9,0,1,0
24.12147,1,19.2,0,1,0
24.99541,1,27.5,0,1,0
19.56615,1,22.8,0,1,0
20.11192,1,13.0,0,1,0
11.95087,1,13.0,0,1,0
12.56019,1,13.0,0,1,0
11.44124,1,13.0,0,1,0
10.97464,1,13.0,0,1,0
12.65756,1,13.0,0,1,0
20.0158,1,13.0,0,1,0
24.0111,1,13.0,0,1,0
22.61703,1,13.0,0,1,0
25.25133,1,13.0,0,1,0
16.4096,1,13.0,0,1,0
10.96929,1,13.0,0,1,0
13.57468,1,13.0,0,1,0
13.97827,1,13.0,0,1,0
12.98213,1,13.0,0,1,0
13.77897,1,13.0,0,1,0
13.12325,1,13.0,0,1,0
11.40256,1,13.0,0,1,0
15.78485,1,13.0,0,1,0
20.82704,1,13.0,0,1,0
15.14117,1,13.0,0,1,0
24.84962,1,13.0,0,1,0
38.89198,1,13.0,0,1,0
32.69946,1,13.0,0,1,0
20.27198,1,13.0,0,1,0
8.64078,1,13.0,0,1,0
6.00554,1,13.0,0,1,0
7.72019,1,13.0,0,1,0
9.44802,1,13.0,0,1,0
10.73131,1,13.0,0,1,0
17.41027,1,13.0,0,1,0
22.46445,1,13.0,0,1,0
20.14955,1,13.0,0,1,0
17.78536,1,13.0,0,1,0
14.16443,1,13.0,0,1,0
14.2194,1,13.0,0,1,0
14.58349,1,13.0,0,1,0
17.64882,1,13.0,0,1,0
12.03932,1,13.0,0,1,0
13.86432,1,13.0,0,1,0
22.21685,1,13.0,0,1,0
15.87824,1,13.0,0,1,0
25.62734,1,13.0,0,1,0
20.94099,1,13.0,0,1,0
20.746,1,13.0,0,1,0
22.22824,1,13.0,0,1,0
17.97356,1,13.0,0,1,0
10.89683,1,13.0,0,1,0
5.91946,1,13.0,0,1,0
7.31435,1,13.0,0,1,0
9.1135,1,13.0,0,1,0
9.24888,1,13.0,0,1,0
6.3227,1,13.0,0,1,0
6.34757,1,13.0,0,1,0
22.11794,1,13.0,0,1,0
27.28901,1,13.0,0,1,0
23.2812,1,13.0,0,1,0
21.76267,1,13.0,0,1,0
9.40234,1,13.0,0,1,0
10.7764,1,13.0,0,1,0
10.62385,1,13.0,0,1,0
10.21461,1,13.0,0,1,0
11.07071,1,13.0,0,1,0
17.27779,1,13.0,0,1,0
12.4258,1,13.0,0,1,0
11.15685,1,13.0,0,1,0
11.5901,1,13.0,0,1,0
12.21184,1,13.0,0,1,0
10.29764,1,13.0,0,1,0
12.63762,1,13.0,0,1,0
10.48851,1,13.0,0,1,0
9.38445,1,13.0,0,1,0
7.88127,1,13.0,0,1,0
4.57202,1,13.0,0,1,0
8.11645,1,13.0,0,1,0
12.99109,1,13.0,0,1,0
14.04661,1,13.0,0,1,0
17.95902,1,13.0,0,1,0
22.17119,1,13.0,0,1,0
15.37052,1,13.0,0,1,0
12.9274,1,13.0,0,1,0
14.23568,1,13.0,0,1,0
16.52124,1,13.0,0,1,0
13.32808,1,13.0,0,1,0
17.71574,1,13.0,0,1,0
17.21437,1,13.0,0,1,0
25.27761,1,13.0,0,1,0
22.40818,1,13.0,0,1,0
14.03223,1,13.0,0,1,0
21.0385,1,13.0,0,1,0
27.78422,1,13.0,0,1,0
27.23963,1,13.0,0,1,0
22.90359,1,13.0,0,1,0
20.28012,1,13.0,0,1,0
19.8448,1,13.0,0,1,0
8.90198,1,13.0,0,1,0
7.64905,1,13.0,0,1,0
4.9214,1,13.0,0,1,0
5.97535,1,13.0,0,1,0
5.37876,1,13.0,0,1,0
8.08194,1,13.0,0,1,0
10.50984,1,13.0,0,1,0
17.72454,1,13.0,0,1,0
24.74394,1,13.0,0,1,0
26.82624,1,13.0,0,1,0
25.29708,1,13.0,0,1,0
23.64701,1,13.0,0,1,0
14.50012,1,13.0,0,1,0
15.57168,1,13.0,0,1,0
17.03284,1,13.0,0,1,0
16.16242,1,13.0,0,1,0
21.98882,1,10.4,0,1,0
13.09999,1,2.5,0,1,0
20.00513,1,8.2,0,1,0
14.37726,1,11.3,0,1,0
14.73794,1,10.5,0,1,0
12.57907,1,2.6,0,1,0
10.0391,1,-0.2,0,1,0
8.03574,1,6.0,0,1,0
6.22085,1,6.7,0,1,0
6.36433,1,11.2,0,1,0
5.26083,1,8.4,0,1,0
2.73245,1,5.4,0,1,0
2.10807,1,0.7,0,1,0
3.09995,1,-0.9,0,1,0
6.40548,1,0.0,0,1,0
7.42507,1,0.1,0,1,0
11.80155,1,1.7,0,1,0
9.48017,1,2.1,0,1,0
12.25652,1,5.9,0,1,0
11.79533,1,1.5,0,1,0
14.04615,1,-1.7,0,1,0
10.6845,1,0.6,0,1,0
10.04731,1,8.6,0,1,0
8.6484,1,5.1,0,1,0
7.22347,1,1.4,0,1,0
7.56213,1,0.3,0,1,0
8.40493,1,2.6,0,1,0
8.69026,1,1.3,0,1,0
7.44768,1,2.7,0,1,0
5.27841,1,6.3,0,1,0
5.30134,1,5.3,0,1,0
6.36065,1,11.5,0,1,0
3.4204,1,5.7,0,1,0
4.25698,1,2.4,0,1,0
2.94358,1,6.3,0,1,0
2.79796,1,5.0,0,1,0
2.07243,1,3.6,0,1,0
1.42714,1,5.2,0,1,0
2.57499,1,4.6,0,1,0
2.83949,1,3.1,0,1,0
5.70878,1,-0.4,0,1,0
9.61519,1,5.5,0,1,0
8.3208,1,5.5,0,1,0
7.57657,1,6.6,0,1,0
8.45759,1,-0.1,0,1,0
6.42794,1,4.5,0,1,0
6.60562,1,-0.2,0,1,0
7.20033,1,6.4,0,1,0
6.87163,1,0.6,0,1,0
6.04816,1,3.2,0,1,0
6.32125,1,5.0,0,1,0
6.74892,1,5.3,0,1,0
6.33788,1,7.4,0,1,0
21.80975,1,13.1,0,1,0
8.56011,1,5.4,0,1,0
7.02135,1,10.0,0,1,0
3.96352,1,6.1,0,1,0
2.61671,1,11.2,0,1,0
8.03807,1,5.5,0,1,0
6.84707,1,9.5,0,1,0
5.24163,1,8.1,0,1,0
4.9992,1,6.1,0,1,0
11.09542,1,5.5,0,1,0
19.73784,1,8.9,0,1,0
15.95866,1,9.0,0,1,0
11.44052,1,4.1,0,1,0
9.45139,1,3.0,0,1,0
13.7218,1,3.9,0,1,0
17.14598,1,6.9,0,1,0
15.41313,1,7.6,0,1,0
28.15805,1,6.2,0,1,0
18.76469,1,4.8,0,1,0
29.98096,1,3.5,0,1,0
16.9205,1,4.5,0,1,0
11.16729,1,0.7,0,1,0
12.27475,1,4.5,0,1,0
16.5416,1,6.2,0,1,0
15.67947,1,8.4,0,1,0
15.58458,1,4.6,0,1,0
22.64034,1,5.8,0,1,0
23.16253,1,8.6,0,1,0
19.82918,1,10.1,0,1,0
19.95568,1,7.3,0,1,0
14.92654,1,8.3,0,1,0
11.54444,1,6.0,0,1,0
18.16346,1,8.7,0,1,0
30.17745,1,14.4,0,1,0
36.34302,1,5.1,0,1,0
16.61325,1,7.0,0,1,0
19.14625,1,9.2,0,1,0
13.32218,1,2.6,0,1,0
11.67897,1,5.6,0,1,0
12.69872,1,5.9,0,1,0
9.48279,1,2.4,0,1,0
5.40022,1,4.1,0,1,0
8.89437,1,2.6,0,1,0
5.76051,1,4.9,0,1,0
8.50345,1,4.6,0,1,0
9.35379,1,4.8,0,1,0
13.89142,1,3.1,0,1,0
17.68453,1,5.4,0,1,0
20.92766,1,7.9,0,1,0
40.63235,1,7.8,0,1,0
30.23665,1,7.0,0,1,0
19.78751,1,7.4,0,1,0
34.17363,1,6.8,0,1,0
15.76478,1,7.6,0,1,0
12.73018,1,11.2,0,1,0
13.72554,1,12.9,0,1,0
19.71069,1,11.8,0,1,0
30.84955,1,13.5,0,1,0
35.22938,1,9.2,0,1,0
30.6304,1,9.7,0,1,0
33.01964,1,15.1,0,1,0
25.83691,1,11.9,0,1,0
21.61157,1,10.3,0,1,0
23.66371,1,10.3,0,1,0
20.9106,1,13.1,0,1,0
18.38948,1,10.2,0,1,0
17.56041,1,2.8,0,1,0
21.89196,1,4.9,0,1,0
25.72183,1,7.9,0,1,0
28.03537,1,8.0,0,1,0
29.70553,1,10.0,0,1,0
26.38131,1,3.4,0,1,0
19.23552,1,11.0,0,1,0
18.10188,1,8.6,0,1,0
17.14089,1,13.0,0,1,0
19.39614,1,10.1,0,1,0
19.23419,1,9.8,0,1,0
5.47192,1,2.2,0,1,0
5.55336,1,8.8,0,1,0
11.03541,1,4.6,0,1,0
4.28301,1,9.2,0,1,0
11.11117,1,5.3,0,1,0
15.01652,1,7.3,0,1,0
10.44519,1,1.3,0,1,0
8.13856,1,2.5,0,1,0
7.82591,1,2.7,0,1,0
7.98029,1,6.9,0,1,0
7.08676,1,-0.1,0,1,0
7.57791,1,4.6,0,1,0
5.05026,1,6.8,0,1,0
7.47326,1,0.3,0,1,0
9.24847,1,0.3,0,1,0
6.95318,1,7.1,0,1,0
6.99767,1,7.1,0,1,0
12.39889,1,9.0,0,1,0
16.48723,1,7.0,0,1,0
17.12015,1,7.0,0,1,0
23.84052,1,8.1,0,1,0
27.67321,1,5.9,0,1,0
17.28064,1,8.4,0,1,0
17.34387,1,6.7,0,1,0
19.86032,1,10.6,0,1,0
22.72658,1,9.0,0,1,0
18.67295,1,11.6,0,1,0
18.01979,1,11.2,0,1,0
20.44635,1,9.4,0,1,0
24.71851,1,10.7,0,1,0
22.614,1,10.1,0,1,0
16.88011,1,12.5,0,1,0
16.74123,1,10.7,0,1,0
14.83496,1,4.3,0,1,0
14.88272,1,10.1,0,1,0
15.6188,1,2.6,0,1,0
15.14373,1,9.3,0,1,0
18.04935,1,13.0,0,1,0
16.35574,1,9.8,0,1,0
16.88597,1,1.0,0,1,0
17.00464,1,9.2,0,1,0
17.02947,1,9.2,0,1,0
15.81276,1,9.2,0,1,0
14.22502,1,2.7,0,1,0
16.33788,1,4.7,0,1,0
17.6751,1,7.9,0,1,0
17.085,1,11.8,0,1,0
11.30762,1,10.2,0,1,0
5.35183,1,11.7,0,1,0
3.49174,1,12.6,0,1,0
2.83501,1,9.2,0,1,0
4.37077,1,5.4,0,1,0
11.23985,1,8.0,0,1,0
10.9894,1,10.4,0,1,0
13.09031,1,2.3,0,1,0
12.28099,1,5.0,0,1,0
10.90238,1,4.5,0,1,0
12.0591,1,4.2,0,1,0
10.56297,1,6.3,0,1,0
7.7925,1,0.5,0,1,0
7.73898,1,3.8,0,1,0
8.9558,1,7.3,0,1,0
15.55784,1,1.5,0,1,0
17.59185,1,3.0,0,1,0
12.82494,1,6.1,0,1,0
9.49583,1,6.7,0,1,0
22.60807,1,6.5,0,1,0
21.97996,1,10.2,0,1,0
19.28907,1,9.4,0,1,0
16.11384,1,11.9,0,1,0
11.73712,1,8.6,0,1,0
14.6196,1,6.8,0,1,0
12.43172,1,6.1,0,1,0
11.79625,1,9.4,0,1,0
8.99726,1,7.6,0,1,0
8.84781,1,11.7,0,1,0
10.41539,1,11.2,0,1,0
11.28786,1,7.8,0,1,0
6.45461,1,6.3,0,1,0
5.0655,1,6.3,0,1,0
7.13781,1,7.4,0,1,0
7.73554,1,7.4,0,1,0
7.50565,1,7.8,0,1,0
9.44074,1,8.5,0,1,0
8.09127,1,4.4,0,1,0
11.53169,1,6.4,0,1,0
9.04833,1,10.6,0,1,0
16.5082,1,10.4,0,1,0
9.98477,1,8.1,0,1,0
10.5782,1,4.8,0,1,0
16.73422,1,11.7,0,1,0
15.33748,1,11.5,0,1,0
9.59587,1,11.2,0,1,0
14.01434,1,8.6,0,1,0
10.53526,1,7.0,0,1,0
5.82181,1,7.4,0,1,0
6.25826,1,11.0,0,1,0
7.36809,1,10.1,0,1,0
9.49941,1,9.0,0,1,0
13.69519,1,6.9,0,1,0
24.04578,1,8.9,0,1,0
15.65471,1,11.3,0,1,0
12.50767,1,15.0,0,1,0
10.70997,1,8.7,0,1,0
10.95083,1,9.0,0,1,0
12.25007,1,5.7,0,1,0
17.2995,1,13.8,0,1,0
12.75544,1,13.0,0,1,0
10.99123,1,4.2,0,1,0
11.06552,1,4.1,0,1,0
10.9536,1,8.4,0,1,0
11.45491,1,6.0,0,1,0
10.17854,1,6.9,0,1,0
12.77118,1,7.4,0,1,0
21.07651,1,11.3,0,1,0
21.86616,1,9.1,0,1,0
24.94371,1,9.4,0,1,0
18.16985,1,8.0,0,1,0
16.38888,1,10.8,0,1,0
15.05146,1,10.7,0,1,0
12.1566,1,6.5,0,1,0
11.20282,1,11.2,0,1,0
10.06065,1,9.3,0,1,0
18.85723,1,15.9,0,1,0
24.36781,1,9.2,0,1,0
34.16737,1,12.4,0,1,0
15.57436,1,9.2,0,1,0
12.10353,1,9.4,0,1,0
9.45757,1,3.9,0,1,0
10.07765,1,7.2,0,1,0
11.64144,1,7.9,0,1,0
10.33514,1,7.2,0,1,0
9.40215,1,13.3,0,1,0
11.07804,1,9.2,0,1,0
9.96883,1,12.5,0,1,0
10.90337,1,8.8,0,1,0
15.76676,1,12.8,0,1,0
17.19594,1,13.0,0,1,0
29.05259,1,13.0,0,1,0
54.44458,1,15.3,0,1,0
44.67206,1,16.7,0,1,0
23.51057,1,14.1,0,1,0
26.67195,1,14.8,0,1,0
17.45469,1,14.5,0,1,0
9.25419,1,9.8,0,1,0
7.73947,1,9.3,0,1,0
13.9519,1,14.3,0,1,0
15.09462,1,11.4,0,1,0
18.01524,1,8.1,0,1,0
25.90178,1,14.6,0,1,0
23.5549,1,14.1,0,1,0
20.17325,1,7.4,0,1,0
22.03439,1,13.2,0,1,0
24.71113,1,14.5,0,1,0
17.88592,1,9.9,0,1,0
17.24803,1,7.0,0,1,0
17.24803,1,8.0,0,1,0
16.60589,1,8.4,0,1,0
19.91661,1,3.2,0,1,0
36.23832,1,10.4,0,1,0
37.14354,1,14.3,0,1,0
24.71111,1,6.3,0,1,0
18.3997,1,6.4,0,1,0
18.24186,1,7.1,0,1,0
13.83285,1,8.3,0,1,0
13.2087,1,9.5,0,1,0
9.32119,1,5.8,0,1,0
6.60186,1,5.5,0,1,0
6.55651,1,4.7,0,1,0
4.72057,1,4.5,0,1,0
4.13709,1,4.7,0,1,0
7.00303,1,5.2,0,1,0
18.45947,1,8.4,0,1,0
32.43676,1,7.8,0,1,0
35.53906,1,10.0,0,1,0
24.49628,1,2.5,0,1,0
15.81483,1,6.1,0,1,0
16.58072,1,2.1,0,1,0
22.88798,1,4.5,0,1,0
17.35529,1,4.5,0,1,0
14.9415,1,4.5,0,1,0
13.86347,1,12.2,0,1,0
19.17151,1,11.5,0,1,0
19.38534,1,11.5,0,1,0
22.56196,1,4.7,0,1,0
19.76233,1,13.3,0,1,0
13.19716,1,14.2,0,1,0
14.12156,1,13.2,0,1,0
12.80667,1,11.1,0,1,0
16.28629,1,6.4,0,1,0
16.20995,1,2.3,0,1,0
13.58055,1,2.3,0,1,0
15.04456,1,4.7,0,1,0
11.94626,1,10.1,0,1,0
11.72017,1,13.6,0,1,0
13.05447,1,7.8,0,1,0
23.73299,1,3.7,0,1,0
25.71472,1,14.1,0,1,0
25.35995,1,11.5,0,1,0
21.32442,1,7.6,0,1,0
24.25218,1,7.2,0,1,0
30.58875,1,8.1,0,1,0
20.76932,1,10.0,0,1,0
27.48723,1,10.0,0,1,0
22.83032,1,9.5,0,1,0
18.0553,1,8.5,0,1,0
34.43688,1,10.6,0,1,0
26.44734,1,8.7,0,1,0
27.80034,1,10.0,0,1,0
40.86665,1,13.4,0,1,0
45.01279,1,16.5,0,1,0
44.43311,1,16.1,0,1,0
47.89882,1,23.6,0,1,0
51.43043,1,16.6,0,1,0
36.79286,1,10.7,0,1,0
26.81132,1,11.9,0,1,0
20.40091,1,11.8,0,1,0
18.75866,1,11.2,0,1,0
14.99179,1,9.5,0,1,0
14.32053,1,9.3,0,1,0
17.4799,1,9.5,0,1,0
19.63124,1,10.4,0,1,0
24.70862,1,18.5,0,1,0
24.6732,1,25.6,0,1,0
25.11436,1,16.7,0,1,0
36.51902,1,12.5,0,1,0
31.96484,1,14.5,0,1,0
47.524,1,11.8,0,1,0
33.87719,1,13.2,0,1,0
17.27537,1,12.0,0,1,0
29.71195,1,13.1,0,1,0
29.40453,1,12.0,0,1,0
48.21012,1,17.9,0,1,0
66.92972,1,18.0,0,1,0
54.52334,1,33.9,0,1,0
46.20286,1,29.1,0,1,0
40.05229,1,31.1,0,1,0
53.30487,1,32.6,0,1,0
43.79766,1,43.0,0,1,0
50.81242,1,40.8,0,1,0
15.67197,1,46.2,0,1,0
24.44537,1,35.9,0,1,0
22.47189,1,39.7,0,1,0
14.4326,1,40.2,0,1,0
14.50351,1,41.7,0,1,0
25.17268,1,37.1,0,1,0
34.01664,1,37.1,0,1,0
43.44412,1,42.7,0,1,0
34.1259,1,37.3,0,1,0
35.38746,1,24.1,0,1,0
25.09605,1,25.1,0,1,0
27.61046,1,26.2,0,1,0
36.7131,1,26.6,0,1,0
30.29227,1,25.1,0,1,0
38.17334,1,26.7,0,1,0
34.153,1,25.6,0,1,0
30.72606,1,24.7,0,1,0
28.97795,1,26.7,0,1,0
29.83634,1,28.5,0,1,0
25.90251,1,32.5,0,1,0
47.24977,1,28.3,0,1,0
33.72816,1,29.8,0,1,0
56.1692,1,36.4,0,1,0
62.06382,1,38.8,0,1,0
19.76545,1,36.4,0,1,0
12.91177,1,28.0,0,1,0
12.91764,1,18.0,0,1,0
30.5464,1,17.6,0,1,0
37.8669,1,27.3,0,1,0
31.00316,1,30.7,0,1,0
30.15817,1,27.9,0,1,0
30.06204,1,25.3,0,1,0
22.77523,1,19.3,0,1,0
25.21288,1,26.3,0,1,0
19.11105,1,23.5,0,1,0
20.44332,1,24.1,0,1,0
26.07063,1,21.9,0,1,0
18.30057,1,22.2,0,1,0
19.3602,1,20.3,0,1,0
24.92399,1,19.7,0,1,0
17.88278,1,18.0,0,1,0
11.07229,1,31.2,0,1,0
9.80971,1,22.0,0,1,0
19.74138,1,20.0,0,1,0
17.70597,1,21.5,0,1,0
15.58374,1,14.4,0,1,0
17.2447,1,14.4,0,1,0
21.44572,1,14.4,0,1,0
15.03573,1,14.4,0,1,0
10.31712,1,14.4,0,1,0
15.12222,1,14.4,0,1,0
18.32939,1,14.4,0,1,0
20.21577,1,14.4,0,1,0
20.89871,1,11.3,0,1,0
22.45199,1,17.7,0,1,0
41.84203,1,17.1,0,1,0
61.30192,1,24.1,0,1,0
55.12957,1,25.4,0,1,0
51.18974,1,20.3,0,1,0
56.60889,1,26.6,0,1,0
54.33641,1,28.0,0,1,0
46.18082,1,29.7,0,1,0
48.0632,1,28.3,0,1,0
78.8818,1,28.1,0,1,0
89.09912,1,35.1,0,1,0
61.10519,1,31.9,0,1,0
48.34591,1,31.8,0,1,0
30.15856,1,32.5,0,1,0
27.43168,1,20.0,0,1,0
36.11005,1,40.1,0,1,0
23.88923,1,26.9,0,1,0
29.20191,1,13.3,0,1,0
19.35986,1,22.3,0,1,0
20.1954,1,26.0,0,1,0
19.55363,1,22.3,0,1,0
18.03319,1,28.9,0,1,0
30.59552,1,27.1,0,1,0
33.56044,1,14.4,0,1,0
29.21066,1,14.4,0,1,0
28.53528,1,14.4,0,1,0
31.29503,1,14.4,0,1,0
21.71587,1,14.4,0,1,0
30.81105,1,14.4,0,1,0
20.694,1,14.4,0,1,0
32.28455,1,14.4,0,1,0
32.86984,1,14.4,0,1,0
20.50225,1,14.4,0,1,0
19.47752,1,14.4,0,1,0
28.22559,1,14.4,0,1,0
27.8669,1,14.4,0,1,0
22.95834,1,14.4,0,1,0
24.02535,1,14.4,0,1,0
22.57695,1,14.4,0,1,0
22.07745,1,14.4,0,1,0
21.50236,1,14.4,0,1,0
11.16474,1,14.4,0,1,0
16.56783,1,14.4,0,1,0
14.6308,1,14.4,0,1,0
12.50404,1,14.4,0,1,0
20.47413,1,14.4,0,1,0
28.40481,1,14.4,0,1,0
41.20111,1,14.4,0,1,0
37.19473,1,14.4,0,1,0
28.13571,1,14.4,0,1,0
22.76595,1,14.4,0,1,0
22.78237,1,14.4,0,1,0
20.26215,1,14.4,0,1,0
18.85178,1,14.4,0,1,0
21.18164,1,14.4,0,1,0
19.09392,1,14.4,0,1,0
24.86136,1,14.4,0,1,0
19.73624,1,14.4,0,1,0
20.33477,1,14.4,0,1,0
19.70722,1,14.4,0,1,0
17.37899,1,14.4,0,1,0
13.24507,1,14.4,0,1,0
16.97516,1,14.4,0,1,0
14.52557,1,14.4,0,1,0
9.73764,1,14.4,0,1,0
6.26519,1,14.4,0,1,0
6.49316,1,14.4,0,1,0
5.30739,1,14.4,0,1,0
5.36299,1,14.4,0,1,0
9.40355,1,14.4,0,1,0
10.93581,1,14.4,0,1,0
16.07059,1,14.4,0,1,0
17.78415,1,14.4,0,1,0
19.36308,1,14.4,0,1,0
21.67385,1,14.4,0,1,0
17.91106,1,14.4,0,1,0
18.28554,1,14.4,0,1,0
14.24879,1,14.4,0,1,0
21.41057,1,14.4,0,1,0
26.5569,1,14.4,0,1,0
23.06405,1,14.4,0,1,0
21.80732,1,14.4,0,1,0
11.94336,1,14.4,0,1,0
11.9206,1,14.4,0,1,0
16.52848,1,14.4,0,1,0
17.44914,1,14.4,0,1,0
17.27489,1,14.4,0,1,0
13.47823,1,14.4,0,1,0
8.73605,1,14.4,0,1,0
5.24956,1,14.4,0,1,0
10.79213,1,14.4,0,1,0
10.81433,1,14.4,0,1,0
11.73835,1,14.4,0,1,0
8.90028,1,14.4,0,1,0
11.45565,1,14.4,0,1,0
10.03287,1,14.4,0,1,0
10.16284,1,14.4,0,1,0
10.76197,1,14.4,0,1,0
16.0278,1,14.4,0,1,0
17.35092,1,14.4,0,1,0
22.48033,1,14.4,0,1,0
12.93583,1,14.4,0,1,0
10.91192,1,14.4,0,1,0
5.59349,1,14.4,0,1,0
8.01516,1,14.4,0,1,0
6.39337,1,14.4,0,1,0
6.95769,1,14.4,0,1,0
8.25016,1,14.4,0,1,0
21.04478,1,14.4,0,1,0
11.62934,1,14.4,0,1,0
9.97218,1,14.4,0,1,0
12.96585,1,14.4,0,1,0
21.01686,1,14.4,0,1,0
8.49104,1,14.4,0,1,0
9.56039,1,14.4,0,1,0
10.38901,1,14.4,0,1,0
9.52629,1,14.4,0,1,0
8.77869,1,14.4,0,1,0
10.6644,1,14.4,0,1,0
11.43727,1,14.4,0,1,0
13.03644,1,14.4,0,1,0
5.31018,1,14.4,0,1,0
6.1911,1,14.4,0,1,0
6.71169,1,14.4,0,1,0
8.22516,1,14.4,0,1,0
5.45119,1,14.4,0,1,0
5.36258,1,14.4,0,1,0
7.75753,1,14.4,0,1,0
4.58819,1,14.4,0,1,0
5.62047,1,14.4,0,1,0
6.5276,1,14.4,0,1,0
7.96486,1,14.4,0,1,0
14.73159,1,14.4,0,1,0
11.81705,1,14.4,0,1,0
12.52842,1,14.4,0,1,0
7.19556,1,14.4,0,1,0
3.98453,1,14.4,0,1,0
7.83863,1,14.4,0,1,0
13.96181,1,14.4,0,1,0
22.05607,1,14.4,0,1,0
19.74013,1,14.4,0,1,0
32.15125,1,14.4,0,1,0
44.25637,1,14.4,0,1,0
30.80532,1,14.4,0,1,0
17.80151,1,14.4,0,1,0
18.39484,1,14.4,0,1,0
21.15438,1,14.4,0,1,0
18.74007,1,14.4,0,1,0
35.8559,1,14.4,0,1,0
37.05556,1,14.4,0,1,0
34.58575,1,14.4,0,1,0
25.14755,1,14.4,0,1,0
24.19678,1,14.4,0,1,0
21.13862,1,14.4,0,1,0
20.31776,1,14.4,0,1,0
18.85939,1,14.4,0,1,0
18.5236,1,14.4,0,1,0
9.05635,1,14.4,0,1,0
2.52357,1,14.4,0,1,0
6.33847,1,14.4,0,1,0
1.68005,1,14.4,0,1,0
1.23589,1,14.4,0,1,0
3.27427,1,14.4,0,1,0
9.26847,1,14.4,0,1,0
15.62913,1,14.4,0,1,0
22.35437,1,14.4,0,1,0
17.90558,1,14.4,0,1,0
20.87489,1,14.4,0,1,0
10.03629,1,14.4,0,1,0
14.19778,1,14.4,0,1,0
19.55852,1,14.4,0,1,0
18.55117,1,14.4,0,1,0
14.78559,1,14.4,0,1,0
15.39909,1,14.4,0,1,0
16.88073,1,14.4,0,1,0
21.09514,1,14.4,0,1,0
20.52272,1,14.4,0,1,0
22.95462,1,14.4,0,1,0
20.68989,1,14.4,0,1,0
16.01804,1,14.4,0,1,0
14.69877,1,14.4,0,1,0
7.66986,1,14.4,0,1,0
6.31855,1,14.4,0,1,0
7.29831,1,14.4,0,1,0
7.88154,1,14.4,0,1,0
11.18338,1,14.4,0,1,0
6.76461,1,14.4,0,1,0
7.05859,1,14.4,0,1,0
10.26597,1,14.4,0,1,0
24.249,1,14.4,0,1,0
15.44927,1,14.4,0,1,0
13.39499,1,14.4,0,1,0
11.12751,1,14.4,0,1,0
11.03874,1,14.4,0,1,0
7.69899,1,14.4,0,1,0
8.79886,1,14.4,0,1,0
15.29279,1,14.4,0,1,0
10.97962,1,14.4,0,1,0
11.4966,1,14.4,0,1,0
8.42114,1,14.4,0,1,0
8.81017,1,14.4,0,1,0
4.09283,1,14.4,0,1,0
6.42828,1,14.4,0,1,0
5.85348,1,14.4,0,1,0
8.21173,1,14.4,0,1,0
3.84533,1,14.4,0,1,0
4.10636,1,14.4,0,1,0
3.5036,1,14.4,0,1,0
1.75879,1,14.4,0,1,0
2.21974,1,14.4,0,1,0
3.03749,1,14.4,0,1,0
12.00036,1,14.4,0,1,0
14.3342,1,14.4,0,1,0
19.38931,1,14.4,0,1,0
11.82683,1,14.4,0,1,0
8.92236,1,14.4,0,1,0
3.32267,1,14.4,0,1,0
7.50184,1,14.4,0,1,0
9.01914,1,14.4,0,1,0
